Video ID,Hinglish Text,Hindi Text,Label,Start time,End time,
e1_s3_u32,Toh chalo decided hai.,तोह चलो डिसाइडेड है,other,08:02.2,08:04.8,
e1_s3_u33,Kya decided hai?,क्या डिसाइडेड है?,other,08:04.9,08:06.9,
e1_s3_u34,"Mahi, kya decided hai?","माहि , क्या डिसाइडेड है?",other,08:06.8,08:10.8,
e1_s3_u35,Ghar mein towel hai.,घर में टोलिया है।,taunt,08:10.9,08:13.0,
e1_s3_u36,Oh.,ओह।,other,08:12.8,08:14.0,
e1_s3_u37,Face ka hai.,फेस का है।,inform,08:14.0,08:16.4,
e1_s3_u38,Haath ka alag hai.,हाथ का अलग है।,other,08:16.3,08:17.6,
e1_s3_u39,Aur pair ka alag.,और पैर का अलग।,inform,08:17.4,08:19.0,
e1_s3_u40,"Matlab log insaan insaan mein farq karte hain, tumne ek hi insaan mein itne farq kar diye. Kabhi socha hai pair ke towels ko kitna bura lagega jab usko pata chalega ki woh face aur haath ke towels ke saath…",मतलब लोग इंसान इंसान में फर्क करते है तुमने एक ही इंसान में इतने फर्क कर दिए। कभी सोचा है पैर के टोलियों को कितना बुरा लगेगा जब उसको पता चलेगा की वो फेस और हाथ के तोलियो के साथ,joke,08:18.8,08:28.2,
e1_s3_u41,I just have this system in which you don’t fit.,आई जस्ट हैव दिस सिस्टम इन व्हिच यू डॉन फिट।,taunt,08:28.2,08:30.5,
e1_s3_u42,Haan towels ka caste system. Batao.,हाँ टोलियो का कास्ट सिस्टम। बताओ।,joke,08:30.4,08:33.5,
e1_s3_u43,Ab kya hua?,अब क्या हुआ?,other,08:33.6,08:36.6,
e1_s3_u44,Wrong order.,रॉंग आर्डर।,inform,08:36.6,08:38.0,
e1_s3_u45,"Really, you think this is what is wrong? This is going to be difficult.",रियली यू थिंक दिस इस व्हट इस रॉंग? दिस इस गोईंग टू बी डिफिकल्ट।,taunt,08:38.1,08:44.1,
e1_s3_u46,"Antara tum galat nahi ho, bas mujhse thodi alag ho.",अंतरा तुम गलत नहीं हो बस मुझ से थोड़ी अलग हो।,joke,08:44.0,08:48.8,
e1_s3_u47,But we’re gonna have so much fun. Roomie roomie roomie roomie roomie.,बट वी विल गोंना हैव सो मच फन। रूमी रूमी रूमी रूमी रूमी।,other,08:48.6,08:54.6,
e1_s4_u1,"Pagal ladki, knock karna nahi aata hai kya?",पागल लड़की नॉक करना नहीं आता है क्या?,criticize,08:58.3,09:00.7,
e1_s4_u2,"Tu kundi lagaya karo na Antara madam, mereko bhi jannat nahi dekhne ka hai.","तू कुंडी लगाया करो ना अंतरा मैडम, मेरेको भी जन्नत नहीं देखने का है।",taunt,09:00.6,09:03.7,
e1_s4_u3,Main akeli rehti hoon isliye nahi lagti zarurat.,मै अकेली रहती हूं इसलिए नहीं लगती जरुरत।,other,09:03.9,09:06.7,
e1_s4_u4,"Akeli rehti hoon nahi, akeli rehti thi. Gone are those days. Aur agar akeli hi rehti ho to lace wali chaddi kyu pehni hai.",अकेली रहती हूँ नहीं अकेली रहती थी। गॉन आर दोस डेज और अगर अकेली ही रहती हो तो लेस वाली चड्डी क्यों पहनी है।,taunt,09:06.6,09:13.1,
e1_s4_u5,"Mahi, I will kill you.",माहि आई विल किल यू।,complain,09:13.2,09:14.2,
e1_s4_u6,Chaddi toh pehen lo pehle.,चड्डी तोह पेहेन लो पहले।,joke,09:14.1,09:15.7,
e1_s4_u7,"Accha sun, WiFi ka password kya hai?",अच्छा सुन वाईफाई का पासवर्ड क्या है?,ask for help,09:17.4,09:20.4,
e1_s4_u8,"Okay, I will ask later, yaar.",ओके आई विल आस्क लेटर यार।,plan,09:20.4,09:23.0,
e1_s4_u9,"Yeh, I brought 2 mugs, tera wala toot gaya tha na.","यह , आई ब्रॉट २ मग्स , तेरा वाला टूट गया था ना।",other,09:23.4,09:33.0,
e1_s4_u10,Wow,वाओ,praise,09:33.0,09:35.4,
e1_s4_u11,Wow,वाओ,taunt,09:35.5,09:47.5,
e1_s4_u12,"Hi, main koi help kara deti hoon, bada kaam lag raha hai. Kya karoon?","हाय , मै कोई हेल्प करा देती हूं बड़ा काम लग रहा है। क्या करूँ?",other,09:56.6,10:01.4,
e1_s4_u13,"Nahi nahi, tu rehne de, tu kaam badha degi.",नहीं नहीं तू रहने दे तू काम बढ़ा देगी।,refuse,10:01.4,10:04.9,
e1_s4_u14,Wow,वाओ,taunt,10:05.7,10:10.1,
e1_s4_u15,"Yes, absolutely sir, that’s the roadmap for our next quarter as we’re looking at it currently.",यस ऐब्सोल्युटली सर डेट्स द रोड मैप फॉर आर नेक्स्ट क्वार्टर एस वी आर लुकिंग एट इट कर्रेंटली।,inform,10:10.1,10:16.0,
e1_s4_u16,"Mahi, poore kapde pehen na, meri video call chal rahi hai.",माहि पुरे कपड़े पेहेन ना मेरी वीडियो कॉल चल रही है।,prevent,10:17.8,10:22.2,
e1_s4_u17,"Bro, I will wear whatever the hell I want.",ब्रो आई विल वियर वटेवर द हेल आई वांट।,oppose,10:22.2,10:24.9,
e1_s4_u18,"Sir, isne neeche kuch nahi pehna.",सर इसने नीचे कुछ नहीं पहना।,joke,10:24.8,10:26.7,
e1_s4_u19,Ae.,ए,oppose,10:26.6,10:28.0,
e1_s4_u20,"Arey, mute pe toh rehti hai, kuch bol bhi liya kar.","अरे म्यूट पे तोह रहती है, कुछ बोल भी लिया कर।",taunt,10:27.8,10:30.7,
e1_s4_u21,"Yes, sir.",यस सर।,agree,10:30.9,10:32.4,
e1_s4_u22,"Toh woh usne mujhse paise maange toh maine usko hakla diya. Phir woh gaya, woh wapas...",तोह वोह उसने मुझसे पैसे मांगे तोह मैंने उसको हकला दिया। फिर वो गया वो वापस....,inform,10:32.4,10:36.7,
e1_s4_u23,"Hey guys, it’s bed time now.","हे गाइस, इट्स बेड टाइम नाउ।",inform,10:36.7,10:41.1,
e1_s4_u24,"Aap logon ke paas waise bhi ab kuch aur baatein karne ko bachi nahi hongi, kaafi der se kar rahe.","आप लोगो के पास वैसे भी अब कुछ और बाते करने को बची नहीं होंगी, काफी देर से कर रहे।",taunt,10:41.1,10:46.3,
e1_s4_u25,"Good night, guys. Good night. Good night. Good night. Good night.","गुड नाईट गाइस, गुड नाईट। गुड नाईट। गुड नाईट। गुड नाईट।",greet,10:46.4,10:51.6,
e1_s4_u26,Bye bye.,बाय बाय।,greet,10:52.5,10:55.6,
e1_s4_u27,"Bye guys, parso milte hain na, haan.","बाय गाइस परसो मिलते है ना , हां।",plan,10:55.5,10:59.0,
e1_s4_u28,"Okay, bye bye, call me.",ओके बाय बाय कॉल मी।,invite,10:58.9,11:03.0,
e1_s4_u29,"Tere paas dost nahi, iska matlab yeh nahi ki mere paas bhi nahi ho sakte. Boring. Billiyaan paal le tu.",तेरे पास दोस्त नहीं इसका मतलब यह नहीं कि मेरे पास भी नहीं हो सकते। बोरिंग। बिलियाँ पाल ले तू।,taunt,11:03.0,11:10.6,
e1_s4_u30,"Arey nahi nahi, kahe ki privacy? Uska boyfriend-vofriend nahi hai, sadi rehti hai. Uski life ki toh spark main hoon. Yeh usko pata...","अरे नहीं नहीं काहे की प्राइवेसी? उसका बॉयफ्रेंड वॉयफ्रैंड नहीं है, सड़ी रहती है। उसकी लाइफ की तोह स्पार्क मै हूँ। यह उसको पता",joke,11:10.5,11:21.1,
e1_s4_u31,"Antara, emergency, I got locked out.",अंतरा इमरजेंसी आई गोट लॉक्ड आउट।,ask for help,11:21.2,11:29.1,
e1_s4_u32,"Mahi, padosi ke ghar chali ja na tab tak.",माहि पड़ोसी के घर चली जा ना तब तक।,advise,11:29.0,11:31.2,
e1_s4_u33,"Arey pagal hai kya, mere headphones andar reh gaye hain. Tu jaldi aana.","अरे पागल है क्या, मेरे हेडफोन्स अंदर रह गए हैं। तू जल्दी आना।",refuse,11:21.2,11:34.7,
e1_s4_u34,"Mahi, client ke saath meeting hai.",माहि क्लाइंट के साथ मीटिंग है।,inform,11:34.4,11:36.1,
e1_s4_u35,"Arey mujhe susu aaya hai, yaar.",अरे मुझे सुसु आया है यार।,inform,11:36.1,11:37.6,
e1_s4_u36,"Funding ki baat chal rahi hai yahan par, band karo phone karna.",फंडिंग की बात चल रही है यहां पर बंद करो फ़ोन करना।,emphasize,11:37.5,11:39.8,
e1_s4_u37,"Tumko funding anyway nahi milni, tum aao na yaar please. Hello.",तुमको फंडिंग एनीवे नहीं मिलनी तुम आओ ना यार प्लीज। हेलो।,taunt,11:39.3,11:46.8,
e1_s4_u38,"Yaar kitna time laga diya yaar, kab se wait kar rahi hoon.",यार कितना टाइम लगा दिया यार कबसे वेट कर रही हूँ।,complain,11:46.9,11:52.9,
e1_s4_u39,Sad mat.,सड़ मत।,taunt,11:52.9,11:58.3,
e1_s4_u40,Pata hi nahi chala kaise band ho gaya.,पता ही नहीं चला कैसे बंद हो गया।,explain,11:58.3,12:01.5,
e1_s4_u41,"Tujhe kuch nahi pata chal raha hai, Mahi. Tujhe nahi pata chal raha hai, tu kaise meri space ke andar ghusi ja rahi hai bas.",तुझे कुछ नहीं पता चल रहा है माहि। तुझे नहीं पता चल रहा है तू कैसे मेरी स्पेस के अंदर घुसी जा रही है बस।,complain,12:01.6,12:07.8,
e1_s4_u42,"Okay, wow.",ओके वाओ।,other,12:08.0,12:11.0,
e1_s4_u43,"Antara, jise tu space mein ghusna keh rahi hai na, use actually efforts daalna bolte hain.",अंतरा जिसे तू स्पेस में घुसना कह रही है ना उसे एक्चुअली एफर्ट्स डालना बोलते है।,oppose,12:11.0,12:17.2,
e1_s4_u44,"Tujhe kya lagta hai, tere saath rehna itna easy hai? Nahi.",तुझे क्या लगता है तेरे साथ रहना इस इजी। नहीं।,complain,12.17.22,12:21.0,
e1_s4_u45,"But main effort daal rahi hoon, tu make this work.",बट मैँ एफर्ट डाल रही हूँ तू मेक दिस वर्क।,explain,12:21.0,12:24.5,
e1_s4_u46,Accha bata.,अच्छा बता।,ask for opinions,12:24.7,12:26.0,
e1_s4_u47,Shaant ho ja.,शांत हो जा।,comfort,12:26.0,12:27.2,
e1_s4_u48,Kya dikkat hai?,क्या दिक्कत है ?,ask for opinions,12:27.3,12:29.1,
e1_s4_u49,Bahut dikkat hai.,बहुत दिक्कत है।,complain,12:29.2,12:31.2,
e1_s4_u50,"For starters, main roz raat ko do logon ka khaana banati hoon, and tu roz bahar se order karti hai.",फॉर स्टार्टर्स मैं रोज रात को दो लोगों का खाना बनाती हूं एंड तू रोज बहार से ऑर्डर करती,explain,12:31.2,12:36.9,
e1_s4_u51,"Bas, itni si baat.","बस, इतनी सी बात।",comfort,12:36.8,12:40.2,
e1_s4_u52,Arey paise khatam ho jayenge toh band kar doongi order karna.,अरे पैसे खत्म हो जाएंगे तो बंद कर दूंगी आर्डर करना।,explain,12:40.1,12:42.9,
e1_s4_u53,"Dekh Antara, main pehli baar ghar se bahar nikli hoon. Ghar pe mummy jo banati thi woh khaana padta tha, papa jo bolte the woh karna padta tha. Kuch bhi karne se pehle permission leni padti thi. Abhi karne de thoda enjoy. Yahan reh ke maine bahut kuch karna hai.","देख अंतरा मैं पहली बार घर से बहार निकली हूं। घर पे मम्मी जो बनाती थी वो खाना पड़ता था, पापा जो बोलते थे वो करना पड़ता था। कुछ भी करने से पहले परमिशन लेनी पड़ती थी। अभी करने देना थोड़ा एंजॉय। यहाँ रहके मैंने बहुत कुछ करना है।",explain,12:42.9,12:55.7,
e1_s4_u54,Tujhe karna kya hai? What’s even your plan?,तुझे करना क्या है? व्हाट्स इवन योर प्लान।,ask for opinions,12:55.8,12:57.6,
e1_s4_u55,"I don’t have a plan, that’s the plan. And I like it that way. 
","आई डोंट हैव अ प्लान, डेट्स द प्लान। एंड आई लाइक इट दैट वे।",inform,12:57.7,13:00.6,
e1_s4_u56,Dekh maine yeh struggle dekhi hai. Yahan pe koi nahi hai.,देख मैंने ये स्ट्रगल देखी है। यहां पे कोई नहीं है।,inform,13:00.6,13:03.5,
e1_s4_u57,"Bill khud bharo, khaana khud banao, light chali jaaye toh electrician ko bulao, paani cut jaaye toh balti khud bhar ke rakho, mutual funds mein invest karo, taxes bharo, dusting karo, aur yeh sab kuch karne ke baad bhi na, saala somehow sink mein koi na koi bartan reh hi jaata hai. Yeh hoti hai adult life, Mahi.","बिल खुद भरो, खाना खुद बनाओ, लाइट चली जाए तो इलेक्ट्रीशियन को बुलाओ, पानी कट जाए तो बाल्टी खुद भर के रखो, म्युचुअल फंड्स में इन्वेस्ट करो टैक्सेज भरो, डस्टिंग करो और ये सब कुछ करने के बाद भी ना साला सम हाउ सिंक में कोई ना कोई बर्तन रह ही जाता है। यह होती है अडल्ट लाइफ माहि।",explain,13:03.5,13:19.1,
e1_s4_u58,"Bro, main bartan kar diya.",ब्रो मैं बर्तन कर दिया,other,13:19.0,13:21.1,
e1_s4_u59,"Nahi, nahi ho payega ab.","नहीं, नहीं हो पाएगा अब।",oppose,13:21.0,13:22.1,
